TransactionID,AccountID,split,score_isolation_forest,flag_isolation_forest_native,score_lof,flag_lof_native,score_ocsvm,flag_ocsvm_native,score_elliptic_envelope,flag_elliptic_envelope_native,score_dbscan,flag_dbscan_native,score_hdbscan,flag_hdbscan_native,score_kmeans,flag_kmeans_top5pct,score_gmm,flag_gmm_top5pct
TX001313,AC00001,train,-0.08674194768296561,0,-0.19051180689287728,0,-0.6308794286866206,0,-464.2651871236505,0,0.0,0,0.2041125088753441,0,5.599163424330221,0,-70.82687532133895,0
TX002017,AC00001,train,-0.07109265152834682,0,-0.21409333697624344,0,-1.6468811307131226,0,-441.20595226917186,0,0.0,0,0.3535007901888135,1,6.721942438755399,0,-55.93486475792355,0
TX002121,AC00002,train,-0.08392405716804319,0,-0.16960244750058062,0,-1.9379689921526921,0,-469.33018098384485,0,1.1920928955078125e-07,0,0.3163112708527672,0,6.637163358562189,0,-77.96161297207593,0
TX000021,AC00002,train,-0.0651768543105064,0,-0.2274464444482358,0,-0.9841893419073457,0,-467.0431229697819,0,0.0,0,0.37802476309228317,1,8.823039199843118,0,-63.92112566470857,0
TX001477,AC00002,train,-0.09799889677813578,0,-0.22183331734063905,0,-1.9748746591353736,0,-459.8155141730011,0,0.0,0,0.18739315931516792,0,3.5213707812280384,0,-19.256604940672577,0
TX000062,AC00002,train,-0.039890837985991356,0,-0.1663092106207793,0,-1.5922278799210048,0,-382.9399567150291,0,0.0,0,0.37311876299188784,1,4.214422639459804,0,14.263671989427078,1
TX001599,AC00002,train,-0.08652945724187655,0,-0.2577310677298936,0,-2.089975490296844,0,-461.84917417397924,0,8.429369702178807e-08,0,0.15419449500978005,0,3.9325929585520654,0,-25.425051414409527,0
TX001674,AC00002,train,-0.10847368730491125,0,-0.2585456894205618,0,-2.692336296860679,0,-474.40244753515304,0,0.0,0,0.03184976747191012,0,3.1728966216287167,0,-27.72945948384847,0
TX001029,AC00002,train,-0.024202992256299127,0,-0.044169497598009144,0,-1.9628372654248913,0,-251.56956895509697,0,0.0,0,0.4912258029864323,1,5.845100120275034,0,24.9794423192379,1
TX002326,AC00003,train,-0.10717445704584289,0,-0.2651201940601551,0,-0.7193740770868864,0,-475.47936712199436,0,0.0,0,0.03065664887333536,0,5.8250164868276295,0,-80.05662165896334,0
TX001841,AC00003,train,-0.061138038379108584,0,-0.22293210803610686,0,-0.33578739052365414,0,-177.77599722296458,0,0.0,0,0.49763164568774065,1,7.078781879811643,0,-56.38975246334213,0
TX002363,AC00003,train,-0.05584447050858421,0,-0.187747302150842,0,-1.9603364957736353,0,-406.0754688403826,0,8.429369702178807e-08,0,0.34464066802800886,1,4.8241676390564185,0,-16.646749603357012,0
TX001904,AC00003,train,-0.0940770907512708,0,-0.2625527354164977,0,-2.618499464932599,0,-471.96562397300016,0,5.960464477539063e-08,0,0.10491354289503466,0,3.3125534685587996,0,-26.176946572623525,0
TX002248,AC00003,train,-0.09095575236206122,0,-0.22451031669512456,0,-2.5790071603704483,0,-369.19597237564363,0,0.0,0,0.17756252337383888,0,3.6421670146585634,0,-12.983460301463897,0
TX001851,AC00004,train,-0.10327630694063855,0,-0.26252333419485074,0,-0.9203726147156619,0,-475.53970976731995,0,0.0,0,0.06046879985871591,0,5.693413456993757,0,-79.15497211753748,0
TX000707,AC00004,train,0.04416866206949577,1,0.8546435756727673,1,6.684558580611771,1,5758.738085890875,1,28.278961930181065,1,0.9044526944728424,1,40.793022895538996,1,-125.12633744129195,0
TX001648,AC00004,train,-0.059548850499301864,0,-0.25198129760553867,0,-1.842689724891672,0,-460.62482906526174,0,0.0,0,0.09467064411344735,0,3.6390740663439742,0,-24.028623214501113,0
TX000223,AC00004,train,-0.10048715657439622,0,-0.24412661223224652,0,-2.553498827889273,0,-464.0516482018995,0,0.0,0,0.11544989150424649,0,3.978188674354764,0,-26.6331445353615,0
TX002442,AC00004,train,-0.09058821408742318,0,-0.24238372493322546,0,-2.0221562522622314,0,-418.5397479994172,0,0.0,0,0.13047381906773753,0,3.7529993163429083,0,-23.38429367969719,0
TX002391,AC00004,train,-0.10644844389994107,0,-0.26961493294428274,0,-1.8155950601892137,0,-455.04549309578834,0,0.0,0,0.0,0,3.0819758399872086,0,-25.34959551276737,0
TX001820,AC00004,train,-0.07068485180372791,0,-0.17144652003162553,0,-2.0394585991967062,0,-460.876319288376,0,8.429369702178807e-08,0,0.377935664549056,1,4.919785598410566,0,-22.217159822785536,0
TX002328,AC00004,train,-0.0690609804643425,0,-0.23899382037197725,0,-1.794676055023908,0,-444.8045798892244,0,0.0,0,0.10880348231933036,0,4.090248678539182,0,-22.60421757073424,0
