TransactionID,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Amount_vs_TypeAvg,DeviceTxnCount,IPTxnCount,MerchantTxnCount,Amount_vs_AccountAvg,DeviceNoveltyFlag,LocationNoveltyFlag,TimeSinceLastTxn,Location_enc,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Velocity_1D_Count,Velocity_7D_Count,Expanding_MeanAmount,Expanding_MedianAmount,Expanding_StdAmount,Expanding_MinAmount,Expanding_MaxAmount,Rolling3_MeanAmount,Rolling3_StdAmount,Amount_to_Balance_Ratio,Amount_to_RollingMean_Ratio,Amount_minus_ExpandingMean,Amount_minus_ExpandingMedian,Amount_ZScore_Account,Hour_sin,Hour_cos,DOW_sin,DOW_cos,CustomerTxnCountSoFar,SpendCV_Account,ElevatedLoginFlag,ATM_Credit_InteractionFlag,DeviceSharedAccounts_Prior,IPSharedAccounts_Prior,MerchantSharedAccounts_Prior,Location_Freq
TX001313,-0.04077569986166573,0.030068469310165373,0.04938749151676914,-0.029268782519687484,-0.0309192249746146,-0.039061102365336116,0.2804295896824968,-0.02132193177635956,-0.017871077614278794,-0.039579058223794386,-0.0044019589560763345,-0.06952477363959443,-0.08875483303994801,-0.04933987796504365,-0.11567367694874099,0.12446503038653849,-0.060622415808535085,-0.11460920060543309,-0.09128005516830046,0.23602191493195057,-0.012561027183692616,-0.05331115625591579,-0.046709690339228734,-0.054965477210083095,-0.034178014372889406,-0.004202793078526591,0.0954830599284794,-0.07188126554829889,-0.04744148382387807,-0.03592361084436293,-0.01627118963502545,-0.05332948301667005,-0.05455318326642908,0.021778314607032126,-0.04976169767246987,-0.07345299723518538,0.1389479251672742,0.014656941777171483,0.008633606974663921,-0.04347948336229516,-0.03930730395585804,-0.03044058461550451,0.24228257125458638,-0.0673135510588639,-0.06657305814557504,-0.08150777582374519
TX002017,-0.07207084503177764,0.05828525521464146,0.012037147363368,-0.029483812264042553,-0.04425111743218925,-0.0902896838771669,0.23664068048972173,-0.06831066011365286,-0.05598516478569308,0.14736515042329806,-0.006480965999524569,-0.0611416107839413,-0.07526975691120197,0.15052737968730395,-0.10577827617805759,-0.07731340253176162,0.17072331045368458,0.31461340147906564,-0.11734568856621146,-0.09403798908964166,-0.012063275540390935,-0.04835915479238502,-0.016556757987223083,0.0252101864740798,-0.037868772259924674,-0.035287161639329344,0.1267665929908037,0.15928293030898144,-0.04220806910276208,-0.038745930969547086,0.14049845414626444,-0.05254511817643896,-0.004388877317198968,-0.0018795836848529846,-0.0697568444581045,-0.09275016137559615,0.02464865294294394,-0.04728036527047341,-0.06587233750731582,-0.009246395673504595,-0.04100720483216797,-0.02539090014948145,-0.0476550768046018,-0.04275530883249624,0.14869701082227407,-0.06425966338015876
TX002121,-0.043042377436856315,0.03406650825410032,0.009604603815415733,-0.027228123260891617,-0.028343736458596433,0.02926880905872999,-0.07613977350965495,0.007470156191955851,0.07795962794577728,0.035536270883860556,-0.004582702638295724,-0.06038969352262686,-0.10123987845401167,0.018347935146049578,-0.1054984532127494,-0.0422437178266248,0.19483467040368438,-0.09328891910729317,-0.11149486463277476,0.2885607258883556,-0.012159805163317624,-0.04527030401289116,-0.05020532625076762,-0.03688950529235792,-0.03535873642162249,-0.02817106263522119,0.11303201340742684,-0.07061746074432139,-0.07285936833765695,0.03919020416204532,-0.02295905799839286,-0.0459905311888374,-0.007807071640996536,0.0058208814670908295,0.1631978790370856,0.02113752770840158,0.029131554793790922,-0.004264460576844368,-0.02264883926064736,-0.037103767273793366,-0.039188516141500394,-0.025288463995870432,-0.09468068889824792,-0.04763026828326612,0.009187305946861936,-0.09498707942621698
TX000021,-0.01647466086122297,0.06206105491514856,0.011803008931084871,-0.03053912904472867,-0.05903088137017191,-0.05230086937034062,0.29998996492362084,-0.06494564673050575,-0.04779108562228731,-0.023100336766586474,-0.006889617636147491,-0.06402723097088478,-0.08904415773892684,-0.0694988601627225,-0.11471611324153587,0.18693126157560908,-0.07492830404262944,-0.107855026714923,0.3312039725550962,-0.08981315062908872,-0.013009261038572504,-0.040146547767806295,0.1329695808747333,0.12064934487307362,-0.0338738572784147,0.09201420727409307,-0.0004788466708386002,0.03411093599031854,-0.02821494091332584,-0.032906098729053236,-0.01226091012043972,0.054362347251159494,0.04178547700000941,0.11088845866288016,-0.029395382542504022,-0.0870105957572731,0.0559921168853756,-0.011731662695609548,-0.04090303499279606,-0.03716978239750909,-0.037687254816320834,-0.023026320349829855,-0.051271571791071925,-0.04975635026665665,-0.0537908635834082,0.17587333234775343
TX001477,0.028063035270286345,-0.05011353105047994,-0.08260624666940485,-0.026227520077144222,-0.05467882818814919,-0.009824364895484522,0.0685201893676798,-0.062262300348256285,0.02052649322962463,-0.039258884376120975,-0.005340281444021065,-0.06776279719644981,-0.058280605596524634,-0.09135430363375734,-0.10745973737410462,0.25243628729134093,-0.06700750270467379,-0.09741996370185001,-0.09659956450954767,-0.07861949655140968,-0.011319216250008413,-0.04466387850782013,-0.050057062092100965,-0.02141971245988325,0.011187575350360947,-0.02300883480108412,0.004612463002415976,-0.08038963341884131,0.0319525489064654,-0.034960422290020374,-0.00076847474512082,-0.030380908988236068,0.051870955629220436,-0.039314842531973704,-0.03859972286365018,-0.07586481647068051,0.12876047564007692,0.05465215511731111,-0.05970562182832871,0.01597229489400744,-0.0380287218156967,-0.02907866177409173,-0.07722910040386073,-0.037226685198380884,-0.02113876890062389,0.13830381610700668
TX000062,-0.07708823848418514,0.11830751647337827,0.15748425169230126,0.3441881983643592,-0.05225793538966854,-0.09364828308745596,-0.05181405201193993,-0.07356085923053936,-0.03886879938812257,-0.007253947925491997,-0.004276266876598668,-0.06744060426805977,-0.00912754751803858,0.017694042891004333,-0.12449155112635309,0.22538903584132028,-0.10548175312937293,-0.05966982227599801,0.2721243792993125,-0.09710345357084632,-0.013104058050919057,-0.03946902425769803,-0.022505022687603644,0.017817745784441362,0.003036470779556067,-0.022026826063474378,0.008427018315805418,-0.00848682565071871,0.014199916587477997,-0.03867954579227972,-0.03006538046511895,-0.07312885525688895,0.002982456007800096,-0.042405281124853894,0.14707187650299938,0.009150368409055242,0.04233521409200472,-0.010037177445322018,-0.08123050917316677,0.2617250927997686,0.7312126141230193,-0.0264883470724454,-0.04091673314059704,-0.06426072352223178,-0.05612574918412164,0.08211336446413549
TX001599,-0.04023350732609528,-0.06104052896761366,0.08214705825041911,-0.026579322166582074,-0.07187923037076811,0.05263910573502467,-0.03169445729434654,0.10003178712480196,-0.05319606436584051,0.041165487572902094,-0.005582648472454269,-0.06748234179425389,-0.05787142015704353,-0.02598476122075537,-0.12586215675047244,-0.07383884215827229,0.2064731878529451,-0.08667875375237594,0.3312573250982919,-0.1133512780906114,-0.014532084050501617,-0.047276760836051736,-0.028226848220258203,-0.03910626050933173,-0.00979155549356533,-0.017473644178216452,-0.025031628533214206,-0.01302903425220484,0.012520092204054792,-0.042584613299276694,-0.010461450886330733,-0.025465501999448817,-0.01776515878620901,-0.05126136853844379,0.008852432238124978,0.02435043880574728,-0.09018164806590498,-0.0036501740094190133,-0.06850288615328005,0.05104906437074819,-0.03864274943800603,-0.02920856588924458,0.14241918950893012,-0.05633406811310865,-0.027831228997381444,-0.05596553874466996
TX001674,-0.06568667847119834,0.1425789289190685,-0.04446709151115557,-0.030426116348930016,0.015757396518957217,-0.07024950036242991,-0.06959099082262014,0.13044663778830756,-0.06701905117175899,-0.03057642956939842,-0.004797280356408756,-0.06518883621306754,-0.09680936113884453,-0.07379347534720544,-0.13092811621749634,-0.0963644363090022,-0.10911123526341654,-0.07853433436971662,0.30996674551162334,-0.10677458991243731,-0.014673959922448505,-0.0406138819934719,-0.06519923128893808,-0.06141384692626464,-0.00418757962962379,-0.036308405289584136,-0.03903549283920797,-0.03997631700103454,-0.017775358355410453,-0.04242790577625849,-0.048056030607356984,-0.0795456157179121,-0.04580367513773173,-0.04734618002030073,0.027798677657383423,0.03775605115431957,-0.07827844356851053,-0.007112084135941194,0.052674183240197875,-0.00905455754113463,-0.04607371355179679,-0.03312814958764773,0.037155273732299175,-0.04966573974309301,-0.013555008573133362,-0.0711191936008509
TX001029,-0.016982495229204225,0.04393293364542865,-0.08788316485209142,-0.03260107492693326,-0.025836422927905292,-0.015367997073757519,-0.07713522030449056,-0.059244576493204186,0.27597350977258905,0.017876237341840417,-0.00466924762129121,-0.058882783176098956,0.032634745395004765,0.1162169247342782,0.405658531731123,-0.05430607784242781,-0.06648341250609906,-0.0923670321502447,-0.10966246236526027,0.19435132580595751,-0.009926293465149914,-0.0401111654744242,-0.04825428995847588,-0.003580387965318385,-0.026168404001095158,-0.02172312854255848,-0.023146648950220637,-0.05487302067927135,-0.03738082316900905,0.051321600277955993,0.006130043466542389,0.022606079687145047,-0.0066355142305238556,-0.024769724457979626,-0.04231823902829459,-0.08096722648008398,-0.016659550548082987,0.08885293361641906,0.26597646993593016,-0.06566262040339339,-0.03450269594197476,0.8128298291332219,0.04901134529436213,-0.01342208342049469,0.3016695706370474,0.07023477113668725
TX002326,-0.016436489628815894,0.2036491695684396,-0.0948567185142907,-0.02680533917861761,-0.05267742937619795,-0.02417011310775321,-0.015964618695451054,-0.03202753428184187,0.009852185147396855,-0.04365057853139163,-0.005377303287979323,-0.06755268224397408,-0.10787407504921301,0.05382097026693048,-0.131981388655634,-0.06790248985387223,-0.07783682399252055,-0.10521806102170889,0.3096603985139812,-0.08785688472132408,-0.01320567927620801,-0.04733860371110013,-0.04318754244059323,-0.06353410937554073,-0.04402152138138245,-0.03903735526781741,0.1087105227034991,-0.06695091918736415,-0.040988693626115576,-0.03338314748909396,-0.017133913831803297,-0.012159904845912096,0.004277325247000098,-0.005056405718435589,-0.0390199844069182,-0.08355549840945233,-0.07879308720935725,-0.019003976164297404,-0.030164807731775968,-0.04646586726066693,-0.0426337035893113,-0.03274389019534674,-0.07174791829115829,-0.022752127237396353,0.010201268283692349,-0.07855230423178611
