TransactionID,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,account_frequency,device_frequency,ip_frequency,merchant_frequency,amount_to_balance_ratio,high_amount_transaction,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Location_FE
TX000001,0.09943344699994001,0.013975358715215406,-0.0147685730767469,0.00011950584501592143,-0.01798160812193774,-0.02690783913886442,-0.007433052333419285,0.0033841840899549425,0.007522247542954544,-0.003953351430057888,-0.0015013049822300672,-0.007610889639472589,-0.0027047340921126308,-0.006385645456030034,-0.004279780237702653,-0.0054924272303469475,-0.00852599369129166,-0.02684751025539299
TX000002,-0.01107659797169787,0.010832369018644386,-0.02128120013238009,0.0018553237856230797,0.07174899676659743,-0.02350291443579931,-0.0191959627400229,-0.022673403393164336,-0.03245260147163426,-0.011816248466159935,-4.516709595918656e-05,-0.00643599789851578,-0.006138344258069992,-0.0061753962904913355,-0.003766318402995239,-0.007494870027003344,-0.0071255251922411845,-0.004658437222533393
TX000003,-0.014260968948474229,0.03803303254850107,-0.009166549767657226,-0.005697756694076401,0.002276446708728237,-0.008811530381589928,-0.022424731140984658,-0.005081561830593273,-0.022525408349303874,0.09125019281047515,-0.0008968018367886543,-0.010695698695490136,-0.004822217006294522,0.022629505512304603,-0.006321066749515012,-0.00980622529052198,0.04770241718069883,-0.02317240311527712
TX000004,-0.016428078084143052,0.006736482995174811,0.014171007419352306,-0.001738282255910577,-0.008433210891556998,-0.01738446938134198,-0.006561047161869813,0.028146596200531348,-0.0032561767537834492,-0.007143226721651359,-0.0015201278729364276,-0.0049567225947976115,-0.004787364643052569,0.016164255129988304,-0.0037375581538071855,-0.005269926239270717,0.02904900914785685,-0.024461568890546913
TX000005,0.09127593101823382,0.004918826612829434,0.006838573291243375,0.000997164274814082,-0.016111851154786846,-0.03439971676530696,-0.0059093643088487515,-0.010842688644188456,-0.003838190617965626,-0.003943442154120161,-0.0020861622551456094,0.025269490540376863,-0.005741793295019306,0.013383500287309289,-0.006936054427642375,-0.007020211365888826,0.02524733995553106,-0.02024201430609537
TX000006,-0.01425431356900141,0.023011748111639464,-0.01190505673262011,0.0004784592548186417,0.008895933410285382,-0.010641083746255385,-0.01944839013998283,-0.021627460470190273,-0.02753124399474605,0.007802868479272807,-0.0007132592052221298,-0.00395291507942602,-0.005884369564591907,-0.0055759639396274,-0.005600510604563169,-0.005556100670946762,0.019588452843017877,0.05226568346610293
TX000007,0.1453104540265444,-0.013442914297711469,-0.0233951395026698,0.0012650990640655068,0.0546623948672023,0.12129120155537784,-0.017438615788200863,-0.01643606818688568,-0.02185626365392763,-0.013467807720919617,-0.000982091650366783,0.02444221293029841,-0.006537992473167833,-0.007153488113544881,-0.006320264920359478,-0.010006820190465077,-0.005352353283669799,-0.03536121871933574
TX000008,-0.023070179954777024,0.0070609363618132194,0.14935880680546507,0.001464340142637246,-0.0086494808134016,-0.026629412125443466,0.01649096816983875,0.0003278320268873358,-0.005587568868246897,-0.014531714217659624,-0.0007244561612606049,0.026047021245321957,0.011333170607322245,-0.007071248609572649,-0.004586371362092905,0.022791518666781484,-0.00863934598513879,-0.026702122929054894
TX000009,-0.022145663235197427,-0.01549837680663586,-0.021850179717570306,0.0014122330236312087,-0.004668005622271145,0.06687504030128441,-0.00653649271196577,-0.013841436287038959,-0.007418540242617777,0.0014870425101913376,-0.0007881985645508394,0.02479593836411368,0.011445144608733243,-0.0066578808634949384,0.018801138182461728,-0.009031008657766506,-0.003967543720791582,-0.01579503241198836
TX000010,-0.026074975692930772,-0.007445768807920103,-0.02755036474212699,-0.00813515270108077,-0.013848526513390445,-0.029658307581544866,-0.021857357181345866,-0.018259398697991855,-0.01021719673524733,0.017242646455248783,-0.0006496247369796038,-0.006127006590832025,-0.006115713173057884,-0.006803375580930151,-0.008022696484113112,-0.008545147049590014,0.0006054630759172141,-0.028882236962526803
TX000011,0.06845740348175405,-0.014569079369694008,-0.009469822880124518,-0.003294996790522202,-0.010666431883726577,-0.02728665767832903,-0.011506835612511312,-0.01679330648476025,-0.022729449552790056,-0.020523209768983763,-0.0018719570734538138,0.02546830575389322,-0.00771429912536405,0.015817611783277244,0.020651735393621494,-0.006744891687267227,-0.006523439867887646,0.2618844019314565
TX000012,-0.031149382653190238,0.00728177668814169,-0.012017038672057088,0.0010173984310494766,-0.0036083149863984487,-0.025885597383678138,0.0157989839557854,-0.027429176874284165,-0.03053365309843077,-0.0014711029565172276,-0.0009491905593313277,-0.005590301052143332,-0.0055166570702567695,0.011660155907338775,-0.003658258050418226,-0.008131911381933605,0.017192108855815603,-0.007248677049719845
TX000013,-0.040458338280958725,-0.0030282421521542345,-0.03252264795453028,0.00014764204732970577,-0.013097738033253526,0.01683714988673336,0.01296663760131171,-0.030226772554451598,-0.028903228770124346,0.006757903868457069,-0.0015401278994977474,0.01616349555726629,0.008829984666663222,-0.005614004937233403,-0.007302985451533459,-0.009862244116375223,0.004947297902253922,-0.02619324440252967
TX000014,-0.055996359528779925,-0.03149993590441227,-0.021557493429693313,-0.012536108375743722,-0.04901269786495614,-0.028617172286607206,-0.02014987789872162,-0.03001811368390918,0.008837660860999574,0.15739317283391202,-0.0001418838370591402,-0.009304423599969596,-0.00525320847867988,-0.010479726779740304,-0.008042912180535496,-0.01300047930330038,-0.010092943615745753,-0.01042588823416736
