TransactionID,AccountID,ensemble_weighted_average,ensemble_rank_borda,ensemble_percentile_average,ensemble_pca_stacking_proxy,hybrid_vote_count_for_comparison
TX000001,AC00128,-0.3920040830866921,8648.0,0.43013535031847133,-1.1551033768441425,0
TX000002,AC00455,-0.8207724965486356,4216.5,0.2096188296178344,-2.3451661526689906,0
TX000003,AC00019,-0.7440146697652088,4593.5,0.22837878184713373,-2.094441177835222,0
TX000004,AC00070,-0.05533242467842567,11421.5,0.5681478901273885,-0.19754041896796382,0
TX000005,AC00411,0.14733439440442928,13381.0,0.6656548566878981,0.41340782677808724,1
TX000006,AC00393,-0.7756504877456392,3007.0,0.1494327229299363,-2.191186847552569,0
TX000007,AC00199,0.7073893817155558,15960.0,0.7939888535031847,1.9849630785893762,0
TX000008,AC00069,0.4124617610617525,13444.0,0.6687898089171974,1.1704080590362482,0
TX000009,AC00135,-0.09221487295782631,10494.0,0.5219944267515924,-0.26213479548290436,0
TX000010,AC00385,-0.1512465386243408,10260.0,0.5103503184713376,-0.5549723586322323,0
TX000011,AC00150,0.49707514209177195,15079.0,0.7501492834394905,1.3981655300160316,0
TX000012,AC00459,-0.7359888662882454,2907.0,0.14445660828025478,-2.107188777130744,0
TX000013,AC00392,-0.2194240757738903,7718.0,0.3838574840764331,-0.6230275935498732,0
TX000014,AC00264,3.25426247664804,17587.0,0.8749502388535032,9.38869465325077,0
TX000015,AC00085,-0.2717020014214119,8155.0,0.4056031050955414,-0.8164404249784468,0
TX000016,AC00270,-0.28957182625774186,9928.5,0.4938544984076434,-0.8569923987392345,0
TX000017,AC00317,-0.26714384114355105,7818.0,0.38883359872611467,-0.7907733651556705,0
TX000018,AC00359,-0.3090466348835119,8496.0,0.4225716560509554,-0.8840173324371465,0
TX000019,AC00242,0.6718229955212152,15390.0,0.765625,1.9032001995487577,0
TX000020,AC00285,-0.0842777260485705,11133.0,0.5537917993630573,-0.2543402878195881,0
TX000021,AC00002,0.024795721272713185,10090.0,0.5018909235668789,0.07012132382643002,0
TX000022,AC00014,-0.6036941616554428,5507.0,0.2738355891719745,-1.7488043624781808,0
TX000023,AC00095,0.5929911008807498,15353.0,0.7637838375796178,1.6639039635007313,0
TX000024,AC00453,1.0789171634155568,17909.5,0.890998208598726,3.5075250646216527,0
TX000025,AC00241,0.40338933314991965,12594.0,0.6264928343949044,1.1452917494492358,0
TX000026,AC00041,0.6865788260607036,16402.5,0.8160081608280254,1.9615559077626268,0
TX000027,AC00441,1.3439320021586492,17981.0,0.8945561305732483,4.202229378594636,0
TX000028,AC00057,-0.5315916700052727,5994.0,0.29806926751592355,-1.5263828627719838,0
TX000029,AC00390,-0.49058123008598475,8073.0,0.4015226910828026,-1.4605886307063694,0
TX000030,AC00313,0.03476838951591417,10720.5,0.5332653264331211,0.10305336336686391,0
TX000031,AC00367,0.06640696605082444,12291.0,0.6114152070063694,0.18064817368564223,0
TX000032,AC00291,-0.4347259874199257,7889.0,0.39236664012738853,-1.2935692133048253,0
TX000033,AC00060,-0.38019714605787835,11930.5,0.5934763136942676,-1.0669840332444271,1
TX000034,AC00359,0.8447281396538231,14668.0,0.7296974522292994,2.145800800888597,0
TX000035,AC00365,-0.04479548419940783,11378.0,0.5659832802547771,-0.1350694473283198,0
TX000036,AC00267,-0.025684504892672932,11613.5,0.5777020302547771,-0.0759234278678221,0
TX000037,AC00404,-0.6237105125940592,3663.0,0.18207603503184713,-1.7909795822581724,0
TX000038,AC00202,0.17714067717009968,11586.0,0.5763335987261147,0.5109955484739246,0
TX000039,AC00478,0.21289967838599522,12434.0,0.618531050955414,0.5310190484711628,0
TX000040,AC00405,0.5047961895374488,16414.5,0.8166052945859872,1.4155808324977344,0
TX000041,AC00421,-0.348776711467179,7032.5,0.3497462181528662,-0.9925257988244732,0
TX000042,AC00480,0.7003730058088244,15962.0,0.7940883757961783,1.9897926334669795,0
TX000043,AC00120,-0.09810656378266645,10427.0,0.5186604299363057,-0.2818990994195606,0
TX000044,AC00117,1.0539117689884292,15835.0,0.7877687101910829,2.981504134996617,1
TX000045,AC00011,0.0993719679700636,10919.0,0.5431429140127388,0.24532948229303012,0
TX000046,AC00401,-0.9147790764019796,3308.0,0.1644108280254777,-2.590997423895605,0
TX000047,AC00282,-0.716123336572916,3106.5,0.15438395700636945,-2.0668678998928143,0
TX000048,AC00439,0.10512139684231578,11505.0,0.5723029458598726,0.26124098063330076,0
TX000049,AC00296,1.0374918275246778,13818.0,0.6874004777070064,2.6499498523539695,0
TX000050,AC00471,-0.08239499861072953,10632.0,0.5288614649681529,-0.2561255894821829,0
TX000051,AC00159,-0.25938459433503175,7467.0,0.3713674363057325,-0.7272116623259768,0
TX000052,AC00482,-0.10203646401256368,10341.0,0.5143809713375795,-0.3204186792153743,0
TX000053,AC00115,-0.19593383500042938,10196.0,0.5071656050955414,-0.5684063773482818,0
TX000054,AC00055,-1.1157479348115467,1497.0,0.07429339171974522,-3.1751748522519256,0
TX000055,AC00419,-0.46555763910368825,5130.0,0.25507563694267515,-1.334718909577676,0
TX000056,AC00374,-1.0541906052587493,1500.0,0.07444267515923567,-2.997759494653135,0
TX000057,AC00271,-0.0047426197893572185,10196.0,0.5071656050955414,-0.01754466274750474,0
TX000058,AC00456,0.46620611202695383,13630.0,0.6780453821656051,1.3398077687537613,0
TX000059,AC00143,-0.8562415550592108,3610.0,0.17943869426751594,-2.424110204598026,0
TX000060,AC00427,-0.47554966887889405,5905.5,0.29366540605095537,-1.3642811732169073,0
TX000061,AC00438,-0.45259799901246417,7872.5,0.39154558121019106,-1.3029541157443718,0
TX000062,AC00002,0.5431986091822146,14842.0,0.7383558917197452,1.5169048494201536,2
TX000063,AC00425,-0.2039229862717957,10671.5,0.5308270302547771,-0.6038099567884858,0
TX000064,AC00325,0.17990722427300318,13196.0,0.6564490445859873,0.5202780103274923,0
TX000065,AC00434,0.4159719771949659,14595.5,0.7260897691082803,1.1467812369334678,0
TX000066,AC00242,-0.4407618816613693,7620.0,0.37898089171974525,-1.2567922089767893,0
TX000067,AC00319,-0.4313959884806514,6432.0,0.31986464968152867,-1.2413850807753575,0
TX000068,AC00460,1.6012142923107402,18191.0,0.9050059713375795,4.9943960923288,1
TX000069,AC00461,0.009838044575916069,12672.5,0.6303990843949046,0.03022994137697607,0
TX000070,AC00395,-0.2663215022175072,10025.0,0.498656449044586,-0.758885288855217,0
TX000071,AC00217,-0.6079265344748224,4847.0,0.24099323248407642,-1.7569404540701785,0
TX000072,AC00053,-0.5783471177311417,5569.0,0.27692078025477707,-1.6723667815268695,0
TX000073,AC00282,-0.15897508231267077,9367.5,0.46593849522292996,-0.4631314315096486,0
TX000074,AC00110,0.5509378932474236,16798.5,0.8357135748407644,1.5594458426406654,0
TX000075,AC00265,1.1742128818155924,16125.0,0.8021994426751592,3.1273845713632755,1
TX000076,AC00239,-0.5170936334669531,5833.0,0.2900577229299363,-1.4913778465221754,0
TX000077,AC00007,-0.8229804835687443,2302.0,0.11435111464968153,-2.3646797933967534,0
TX000078,AC00022,-0.3673133071129347,9137.5,0.4544934315286624,-1.0438443354781721,0
TX000079,AC00464,-0.5232232859132369,4673.0,0.23233479299363058,-1.4779796116388877,0
TX000080,AC00014,-0.48180476949531664,6990.5,0.34765625,-1.3947689116643687,0
TX000081,AC00406,0.03273643249408349,12550.0,0.6243033439490446,0.06521803843592265,0
TX000082,AC00445,-0.4454661379370514,7926.5,0.3942326831210191,-1.272671439703543,0
TX000083,AC00236,-0.08393035338062452,11506.0,0.5723527070063694,-0.25628290260050823,0
TX000084,AC00220,-0.9523438027598352,3015.0,0.14983081210191082,-2.7471202468158653,0
TX000085,AC00140,-1.1121506493886948,4572.0,0.22730891719745222,-3.222846809344135,0
TX000086,AC00098,0.6455746290213915,16087.0,0.8003085191082802,1.8334207339040052,1
TX000087,AC00303,-0.7592849584193742,4827.0,0.23999800955414013,-2.182614736992916,0
TX000088,AC00373,-0.3809362211405582,7657.0,0.3808220541401274,-1.1266121380804328,0
TX000089,AC00438,0.29260184011450613,14042.5,0.6985718550955414,0.8025905996736478,0
TX000090,AC00437,-0.14484691415840487,8802.0,0.4377985668789809,-0.4528824510654346,0
TX000091,AC00106,0.1316840248365488,11565.0,0.5752886146496815,0.3662070220531107,0
TX000092,AC00310,0.48993576862796756,14130.0,0.7029259554140128,1.7183317561870213,1
TX000093,AC00149,-0.6521968302474422,3780.0,0.18789808917197454,-1.859638479340297,0
TX000094,AC00373,0.6813619175906866,14085.0,0.700686703821656,1.9128062034228037,0
TX000095,AC00425,0.414965354763739,14936.0,0.7430334394904459,1.1173985840716592,0
TX000096,AC00010,-0.7915190494023354,4198.0,0.2086982484076433,-2.245852338545387,0
